;Payment_Behaviour
31091;Low_spent_Small_value_payments
31092;Low_spent_Small_value_payments
31093;High_spent_Small_value_payments
31094;High_spent_Small_value_payments
31095;High_spent_Medium_value_payments
31096;High_spent_Large_value_payments
31097;Low_spent_Small_value_payments
31098;High_spent_Small_value_payments
31099;Low_spent_Large_value_payments
31100;High_spent_Medium_value_payments
31101;High_spent_Medium_value_payments
31102;High_spent_Small_value_payments
31103;High_spent_Medium_value_payments
31104;High_spent_Large_value_payments
31105;High_spent_Small_value_payments
31106;Low_spent_Medium_value_payments
31107;High_spent_Large_value_payments
31108;High_spent_Medium_value_payments
31109;High_spent_Large_value_payments
31110;Low_spent_Medium_value_payments
31111;Low_spent_Small_value_payments
31112;High_spent_Large_value_payments
31113;High_spent_Large_value_payments
31114;High_spent_Small_value_payments
31115;High_spent_Medium_value_payments
31116;Low_spent_Small_value_payments
31117;High_spent_Medium_value_payments
31118;Low_spent_Large_value_payments
31119;High_spent_Medium_value_payments
31120;High_spent_Medium_value_payments
31121;High_spent_Small_value_payments
31122;Low_spent_Medium_value_payments
31123;High_spent_Medium_value_payments
31124;High_spent_Small_value_payments
31125;Low_spent_Large_value_payments
31126;High_spent_Medium_value_payments
31127;High_spent_Small_value_payments
31128;Low_spent_Small_value_payments
31129;Low_spent_Medium_value_payments
31130;Low_spent_Medium_value_payments
31131;Low_spent_Medium_value_payments
31132;Low_spent_Small_value_payments
31133;High_spent_Large_value_payments
31134;High_spent_Large_value_payments
31135;Low_spent_Large_value_payments
31136;Low_spent_Medium_value_payments
31137;High_spent_Large_value_payments
31138;Low_spent_Large_value_payments
31139;High_spent_Medium_value_payments
31140;Low_spent_Small_value_payments
31141;Low_spent_Small_value_payments
31142;High_spent_Medium_value_payments
31143;Low_spent_Medium_value_payments
31144;High_spent_Medium_value_payments
31145;Low_spent_Small_value_payments
31146;Low_spent_Small_value_payments
31147;Low_spent_Medium_value_payments
31148;Low_spent_Small_value_payments
31149;High_spent_Medium_value_payments
31150;High_spent_Large_value_payments
31151;High_spent_Large_value_payments
31152;High_spent_Medium_value_payments
31153;Low_spent_Large_value_payments
31154;High_spent_Large_value_payments
31155;High_spent_Medium_value_payments
31156;Low_spent_Small_value_payments
31157;High_spent_Small_value_payments
31158;High_spent_Large_value_payments
31159;High_spent_Medium_value_payments
31160;High_spent_Small_value_payments
31161;High_spent_Medium_value_payments
31162;High_spent_Small_value_payments
31163;High_spent_Large_value_payments
31164;Low_spent_Medium_value_payments
31165;High_spent_Large_value_payments
31166;Low_spent_Small_value_payments
31167;Low_spent_Small_value_payments
31168;High_spent_Small_value_payments
31169;High_spent_Small_value_payments
31170;High_spent_Small_value_payments
31171;Low_spent_Medium_value_payments
31172;Low_spent_Medium_value_payments
31173;High_spent_Large_value_payments
31174;High_spent_Large_value_payments
31175;High_spent_Large_value_payments
31176;High_spent_Large_value_payments
31177;High_spent_Medium_value_payments
31178;Low_spent_Medium_value_payments
31179;Low_spent_Small_value_payments
31180;High_spent_Medium_value_payments
31181;Low_spent_Large_value_payments
31182;Low_spent_Small_value_payments
31183;Low_spent_Large_value_payments
31184;Low_spent_Small_value_payments
31185;High_spent_Large_value_payments
31186;High_spent_Small_value_payments
31187;Low_spent_Small_value_payments
31188;High_spent_Medium_value_payments
31189;Low_spent_Large_value_payments
31190;High_spent_Medium_value_payments
31191;Low_spent_Large_value_payments
31192;Low_spent_Small_value_payments
31193;Low_spent_Large_value_payments
31194;Low_spent_Small_value_payments
31195;High_spent_Large_value_payments
31196;Low_spent_Small_value_payments
31197;High_spent_Large_value_payments
31198;Low_spent_Medium_value_payments
31199;High_spent_Large_value_payments
31200;Low_spent_Small_value_payments
31201;Low_spent_Medium_value_payments
31202;Low_spent_Medium_value_payments
31203;High_spent_Large_value_payments
31204;Low_spent_Small_value_payments
31205;Low_spent_Small_value_payments
31206;Low_spent_Large_value_payments
31207;High_spent_Small_value_payments
31208;High_spent_Medium_value_payments
31209;High_spent_Medium_value_payments
31210;High_spent_Large_value_payments
31211;High_spent_Medium_value_payments
31212;High_spent_Large_value_payments
31213;Low_spent_Medium_value_payments
31214;High_spent_Medium_value_payments
31215;High_spent_Small_value_payments
31216;High_spent_Small_value_payments
31217;High_spent_Medium_value_payments
31218;High_spent_Medium_value_payments
31219;Low_spent_Large_value_payments
31220;High_spent_Large_value_payments
31221;High_spent_Small_value_payments
31222;High_spent_Small_value_payments
31223;High_spent_Large_value_payments
31224;Low_spent_Small_value_payments
31225;High_spent_Small_value_payments
31226;High_spent_Medium_value_payments
31227;Low_spent_Small_value_payments
31228;High_spent_Medium_value_payments
31229;Low_spent_Medium_value_payments
31230;Low_spent_Medium_value_payments
31231;High_spent_Medium_value_payments
31232;High_spent_Large_value_payments
31233;Low_spent_Small_value_payments
31234;High_spent_Small_value_payments
31235;High_spent_Large_value_payments
31236;Low_spent_Large_value_payments
31237;Low_spent_Medium_value_payments
31238;Low_spent_Medium_value_payments
31239;High_spent_Large_value_payments
31240;High_spent_Large_value_payments
31241;High_spent_Large_value_payments
31242;Low_spent_Medium_value_payments
31243;Low_spent_Large_value_payments
31244;Low_spent_Medium_value_payments
31245;Low_spent_Large_value_payments
31246;High_spent_Large_value_payments
31247;High_spent_Medium_value_payments
31248;High_spent_Large_value_payments
31249;High_spent_Large_value_payments
31250;High_spent_Large_value_payments
31251;High_spent_Medium_value_payments
31252;High_spent_Medium_value_payments
31253;Low_spent_Medium_value_payments
31254;Low_spent_Medium_value_payments
31255;Low_spent_Medium_value_payments
31256;Low_spent_Small_value_payments
31257;Low_spent_Medium_value_payments
31258;Low_spent_Small_value_payments
31259;High_spent_Small_value_payments
31260;High_spent_Small_value_payments
31261;High_spent_Large_value_payments
31262;High_spent_Large_value_payments
31263;High_spent_Large_value_payments
31264;High_spent_Large_value_payments
31265;Low_spent_Medium_value_payments
31266;High_spent_Large_value_payments
31267;Low_spent_Medium_value_payments
31268;High_spent_Small_value_payments
31269;Low_spent_Small_value_payments
31270;Low_spent_Large_value_payments
31271;High_spent_Medium_value_payments
31272;Low_spent_Medium_value_payments
31273;High_spent_Small_value_payments
31274;Low_spent_Small_value_payments
31275;Low_spent_Medium_value_payments
31276;High_spent_Large_value_payments
31277;Low_spent_Small_value_payments
31278;Low_spent_Medium_value_payments
31279;High_spent_Large_value_payments
31280;High_spent_Medium_value_payments
31281;Low_spent_Medium_value_payments
31282;High_spent_Medium_value_payments
31283;High_spent_Medium_value_payments
31284;High_spent_Large_value_payments
31285;Low_spent_Medium_value_payments
31286;Low_spent_Large_value_payments
31287;Low_spent_Small_value_payments
31288;High_spent_Small_value_payments
31289;High_spent_Medium_value_payments
31290;Low_spent_Small_value_payments
31291;Low_spent_Small_value_payments
31292;Low_spent_Small_value_payments
31293;Low_spent_Small_value_payments
31294;Low_spent_Medium_value_payments
31295;High_spent_Small_value_payments
31296;High_spent_Medium_value_payments
31297;Low_spent_Medium_value_payments
31298;High_spent_Large_value_payments
31299;Low_spent_Medium_value_payments
31300;High_spent_Small_value_payments
31301;High_spent_Large_value_payments
31302;Low_spent_Large_value_payments
31303;Low_spent_Small_value_payments
31304;Low_spent_Large_value_payments
31305;Low_spent_Small_value_payments
31306;High_spent_Small_value_payments
31307;Low_spent_Large_value_payments
31308;High_spent_Medium_value_payments
31309;Low_spent_Large_value_payments
31310;High_spent_Medium_value_payments
31311;High_spent_Small_value_payments
31312;High_spent_Medium_value_payments
31313;High_spent_Medium_value_payments
31314;Low_spent_Large_value_payments
31315;High_spent_Large_value_payments
31316;High_spent_Medium_value_payments
31317;High_spent_Medium_value_payments
31318;Low_spent_Small_value_payments
31319;High_spent_Medium_value_payments
31320;Low_spent_Small_value_payments
31321;Low_spent_Small_value_payments
31322;High_spent_Small_value_payments
31323;High_spent_Medium_value_payments
31324;Low_spent_Medium_value_payments
31325;Low_spent_Medium_value_payments
31326;High_spent_Medium_value_payments
31327;Low_spent_Small_value_payments
31328;Low_spent_Large_value_payments
31329;Low_spent_Large_value_payments
31330;Low_spent_Small_value_payments
31331;High_spent_Large_value_payments
31332;Low_spent_Small_value_payments
31333;High_spent_Large_value_payments
31334;Low_spent_Small_value_payments
31335;High_spent_Medium_value_payments
31336;Low_spent_Small_value_payments
31337;Low_spent_Large_value_payments
31338;High_spent_Medium_value_payments
31339;High_spent_Medium_value_payments
31340;High_spent_Large_value_payments
31341;Low_spent_Medium_value_payments
31342;Low_spent_Large_value_payments
31343;High_spent_Small_value_payments
31344;High_spent_Large_value_payments
31345;High_spent_Large_value_payments
31346;Low_spent_Large_value_payments
31347;Low_spent_Large_value_payments
31348;High_spent_Large_value_payments
31349;High_spent_Small_value_payments
31350;High_spent_Large_value_payments
31351;High_spent_Small_value_payments
31352;High_spent_Small_value_payments
31353;Low_spent_Small_value_payments
31354;High_spent_Medium_value_payments
31355;High_spent_Medium_value_payments
31356;High_spent_Small_value_payments
31357;Low_spent_Large_value_payments
31358;Low_spent_Small_value_payments
31359;High_spent_Medium_value_payments
31360;High_spent_Medium_value_payments
31361;High_spent_Medium_value_payments
31362;High_spent_Medium_value_payments
31363;High_spent_Small_value_payments
31364;High_spent_Medium_value_payments
31365;High_spent_Small_value_payments
31366;Low_spent_Large_value_payments
31367;High_spent_Small_value_payments
31368;Low_spent_Medium_value_payments
31369;Low_spent_Large_value_payments
31370;Low_spent_Medium_value_payments
31371;Low_spent_Small_value_payments
31372;High_spent_Medium_value_payments
31373;High_spent_Large_value_payments
31374;High_spent_Large_value_payments
31375;Low_spent_Small_value_payments
31376;High_spent_Small_value_payments
31377;Low_spent_Small_value_payments
31378;High_spent_Medium_value_payments
31379;High_spent_Small_value_payments
31380;Low_spent_Medium_value_payments
31381;High_spent_Small_value_payments
31382;Low_spent_Small_value_payments
31383;High_spent_Small_value_payments
31384;High_spent_Medium_value_payments
31385;Low_spent_Large_value_payments
31386;Low_spent_Medium_value_payments
31387;High_spent_Small_value_payments
31388;Low_spent_Large_value_payments
31389;High_spent_Small_value_payments
31390;High_spent_Large_value_payments
31391;Low_spent_Medium_value_payments
31392;Low_spent_Small_value_payments
31393;Low_spent_Small_value_payments
31394;Low_spent_Small_value_payments
31395;High_spent_Large_value_payments
31396;High_spent_Large_value_payments
31397;High_spent_Medium_value_payments
31398;Low_spent_Medium_value_payments
31399;High_spent_Small_value_payments
31400;Low_spent_Small_value_payments
31401;High_spent_Large_value_payments
31402;Low_spent_Large_value_payments
31403;Low_spent_Medium_value_payments
31404;Low_spent_Medium_value_payments
31405;High_spent_Small_value_payments
31406;Low_spent_Large_value_payments
31407;Low_spent_Large_value_payments
31408;Low_spent_Medium_value_payments
31409;Low_spent_Small_value_payments
31410;High_spent_Large_value_payments
31411;High_spent_Medium_value_payments
31412;Low_spent_Medium_value_payments
31413;Low_spent_Medium_value_payments
31414;Low_spent_Medium_value_payments
31415;Low_spent_Medium_value_payments
31416;High_spent_Large_value_payments
31417;Low_spent_Medium_value_payments
31418;High_spent_Large_value_payments
31419;High_spent_Small_value_payments
31420;High_spent_Medium_value_payments
31421;High_spent_Small_value_payments
31422;Low_spent_Small_value_payments
31423;High_spent_Large_value_payments
31424;Low_spent_Large_value_payments
31425;Low_spent_Medium_value_payments
31426;High_spent_Medium_value_payments
31427;High_spent_Large_value_payments
31428;Low_spent_Small_value_payments
31429;High_spent_Small_value_payments
31430;Low_spent_Small_value_payments
31431;Low_spent_Small_value_payments
31432;High_spent_Large_value_payments
31433;Low_spent_Medium_value_payments
31434;High_spent_Large_value_payments
31435;High_spent_Medium_value_payments
31436;Low_spent_Medium_value_payments
31437;High_spent_Medium_value_payments
31438;Low_spent_Small_value_payments
31439;High_spent_Large_value_payments
31440;Low_spent_Medium_value_payments
31441;High_spent_Large_value_payments
31442;High_spent_Large_value_payments
31443;Low_spent_Medium_value_payments
31444;High_spent_Medium_value_payments
31445;High_spent_Large_value_payments
31446;Low_spent_Small_value_payments
31447;Low_spent_Small_value_payments
31448;Low_spent_Medium_value_payments
31449;Low_spent_Small_value_payments
31450;High_spent_Small_value_payments
31451;High_spent_Medium_value_payments
31452;Low_spent_Small_value_payments
31453;High_spent_Medium_value_payments
31454;High_spent_Medium_value_payments
31455;Low_spent_Medium_value_payments
31456;High_spent_Medium_value_payments
31457;Low_spent_Medium_value_payments
31458;High_spent_Small_value_payments
31459;High_spent_Large_value_payments
31460;Low_spent_Medium_value_payments
31461;Low_spent_Medium_value_payments
31462;High_spent_Medium_value_payments
31463;High_spent_Large_value_payments
31464;Low_spent_Medium_value_payments
31465;High_spent_Large_value_payments
31466;High_spent_Medium_value_payments
31467;Low_spent_Medium_value_payments
31468;Low_spent_Medium_value_payments
31469;High_spent_Large_value_payments
31470;High_spent_Medium_value_payments
31471;Low_spent_Small_value_payments
31472;Low_spent_Large_value_payments
31473;High_spent_Small_value_payments
31474;High_spent_Medium_value_payments
31475;High_spent_Medium_value_payments
31476;Low_spent_Large_value_payments
31477;Low_spent_Small_value_payments
31478;High_spent_Small_value_payments
31479;Low_spent_Large_value_payments
31480;High_spent_Large_value_payments
31481;Low_spent_Large_value_payments
31482;Low_spent_Small_value_payments
31483;Low_spent_Medium_value_payments
31484;High_spent_Small_value_payments
31485;Low_spent_Small_value_payments
31486;High_spent_Small_value_payments
31487;Low_spent_Large_value_payments
31488;High_spent_Medium_value_payments
31489;High_spent_Large_value_payments
31490;High_spent_Large_value_payments
31491;Low_spent_Large_value_payments
31492;High_spent_Small_value_payments
31493;High_spent_Medium_value_payments
31494;High_spent_Medium_value_payments
31495;Low_spent_Small_value_payments
31496;Low_spent_Small_value_payments
31497;High_spent_Small_value_payments
31498;High_spent_Large_value_payments
31499;High_spent_Medium_value_payments
31500;Low_spent_Small_value_payments
31501;High_spent_Medium_value_payments
31502;Low_spent_Small_value_payments
31503;Low_spent_Medium_value_payments
31504;Low_spent_Small_value_payments
31505;High_spent_Medium_value_payments
31506;Low_spent_Large_value_payments
31507;High_spent_Large_value_payments
31508;Low_spent_Medium_value_payments
31509;Low_spent_Medium_value_payments
31510;Low_spent_Small_value_payments
31511;Low_spent_Medium_value_payments
31512;High_spent_Medium_value_payments
31513;Low_spent_Medium_value_payments
31514;High_spent_Large_value_payments
31515;High_spent_Medium_value_payments
31516;High_spent_Large_value_payments
31517;Low_spent_Medium_value_payments
31518;Low_spent_Medium_value_payments
31519;Low_spent_Medium_value_payments
31520;High_spent_Large_value_payments
31521;High_spent_Large_value_payments
31522;High_spent_Medium_value_payments
31523;High_spent_Small_value_payments
31524;Low_spent_Large_value_payments
31525;Low_spent_Medium_value_payments
31526;High_spent_Medium_value_payments
31527;Low_spent_Small_value_payments
31528;High_spent_Medium_value_payments
31529;Low_spent_Small_value_payments
31530;Low_spent_Large_value_payments
31531;High_spent_Large_value_payments
31532;High_spent_Medium_value_payments
31533;Low_spent_Small_value_payments
31534;Low_spent_Large_value_payments
31535;Low_spent_Medium_value_payments
31536;High_spent_Medium_value_payments
31537;High_spent_Large_value_payments
31538;Low_spent_Small_value_payments
31539;High_spent_Large_value_payments
31540;Low_spent_Small_value_payments
31541;High_spent_Small_value_payments
31542;Low_spent_Large_value_payments
31543;High_spent_Large_value_payments
31544;High_spent_Medium_value_payments
31545;Low_spent_Large_value_payments
31546;High_spent_Small_value_payments
31547;High_spent_Medium_value_payments
31548;High_spent_Small_value_payments
31549;High_spent_Large_value_payments
31550;Low_spent_Small_value_payments
31551;Low_spent_Small_value_payments
31552;Low_spent_Medium_value_payments
31553;Low_spent_Medium_value_payments
31554;Low_spent_Medium_value_payments
31555;Low_spent_Small_value_payments
31556;Low_spent_Medium_value_payments
31557;Low_spent_Large_value_payments
31558;High_spent_Medium_value_payments
31559;Low_spent_Small_value_payments
31560;Low_spent_Large_value_payments
31561;High_spent_Medium_value_payments
31562;Low_spent_Medium_value_payments
31563;High_spent_Medium_value_payments
31564;High_spent_Medium_value_payments
31565;Low_spent_Large_value_payments
31566;Low_spent_Medium_value_payments
31567;High_spent_Medium_value_payments
31568;High_spent_Small_value_payments
31569;High_spent_Small_value_payments
31570;Low_spent_Medium_value_payments
31571;High_spent_Small_value_payments
31572;Low_spent_Large_value_payments
31573;Low_spent_Small_value_payments
31574;Low_spent_Small_value_payments
31575;Low_spent_Medium_value_payments
31576;High_spent_Medium_value_payments
31577;Low_spent_Medium_value_payments
31578;High_spent_Small_value_payments
31579;High_spent_Medium_value_payments
31580;Low_spent_Small_value_payments
31581;High_spent_Medium_value_payments
31582;Low_spent_Medium_value_payments
31583;High_spent_Medium_value_payments
31584;Low_spent_Medium_value_payments
31585;High_spent_Small_value_payments
31586;High_spent_Small_value_payments
31587;High_spent_Small_value_payments
31588;High_spent_Medium_value_payments
31589;High_spent_Medium_value_payments
31590;Low_spent_Large_value_payments
31591;High_spent_Small_value_payments
31592;Low_spent_Small_value_payments
31593;High_spent_Large_value_payments
31594;Low_spent_Large_value_payments
31595;Low_spent_Large_value_payments
31596;Low_spent_Medium_value_payments
31597;High_spent_Medium_value_payments
31598;Low_spent_Medium_value_payments
31599;Low_spent_Small_value_payments
31600;High_spent_Medium_value_payments
31601;Low_spent_Medium_value_payments
31602;Low_spent_Small_value_payments
31603;Low_spent_Medium_value_payments
31604;Low_spent_Medium_value_payments
31605;High_spent_Large_value_payments
31606;High_spent_Medium_value_payments
31607;High_spent_Small_value_payments
31608;High_spent_Small_value_payments
31609;Low_spent_Medium_value_payments
31610;Low_spent_Small_value_payments
31611;Low_spent_Medium_value_payments
31612;High_spent_Medium_value_payments
31613;High_spent_Medium_value_payments
31614;Low_spent_Medium_value_payments
31615;High_spent_Medium_value_payments
31616;High_spent_Medium_value_payments
31617;High_spent_Large_value_payments
31618;High_spent_Medium_value_payments
31619;High_spent_Small_value_payments
31620;High_spent_Large_value_payments
31621;Low_spent_Large_value_payments
31622;High_spent_Large_value_payments
31623;High_spent_Large_value_payments
31624;High_spent_Large_value_payments
31625;High_spent_Medium_value_payments
31626;Low_spent_Medium_value_payments
31627;Low_spent_Large_value_payments
31628;Low_spent_Small_value_payments
31629;Low_spent_Small_value_payments
31630;Low_spent_Medium_value_payments
31631;Low_spent_Small_value_payments
31632;Low_spent_Small_value_payments
31633;High_spent_Large_value_payments
31634;High_spent_Medium_value_payments
31635;Low_spent_Medium_value_payments
31636;Low_spent_Small_value_payments
31637;Low_spent_Medium_value_payments
31638;Low_spent_Small_value_payments
31639;High_spent_Small_value_payments
31640;Low_spent_Small_value_payments
31641;High_spent_Medium_value_payments
31642;Low_spent_Small_value_payments
31643;Low_spent_Medium_value_payments
31644;High_spent_Small_value_payments
31645;Low_spent_Large_value_payments
31646;Low_spent_Small_value_payments
31647;High_spent_Small_value_payments
31648;Low_spent_Small_value_payments
31649;High_spent_Large_value_payments
31650;Low_spent_Large_value_payments
31651;High_spent_Large_value_payments
31652;Low_spent_Small_value_payments
31653;High_spent_Large_value_payments
31654;High_spent_Medium_value_payments
31655;Low_spent_Small_value_payments
31656;Low_spent_Small_value_payments
31657;Low_spent_Small_value_payments
31658;Low_spent_Large_value_payments
31659;High_spent_Medium_value_payments
31660;Low_spent_Medium_value_payments
31661;High_spent_Medium_value_payments
31662;High_spent_Large_value_payments
31663;High_spent_Small_value_payments
31664;Low_spent_Small_value_payments
31665;Low_spent_Small_value_payments
31666;High_spent_Large_value_payments
31667;Low_spent_Small_value_payments
31668;Low_spent_Small_value_payments
31669;Low_spent_Medium_value_payments
31670;High_spent_Large_value_payments
31671;High_spent_Large_value_payments
31672;Low_spent_Small_value_payments
31673;Low_spent_Small_value_payments
31674;Low_spent_Small_value_payments
31675;Low_spent_Small_value_payments
31676;Low_spent_Small_value_payments
31677;Low_spent_Small_value_payments
31678;High_spent_Small_value_payments
31679;High_spent_Small_value_payments
31680;High_spent_Medium_value_payments
31681;Low_spent_Medium_value_payments
31682;High_spent_Medium_value_payments
31683;Low_spent_Medium_value_payments
31684;Low_spent_Medium_value_payments
31685;Low_spent_Small_value_payments
31686;High_spent_Medium_value_payments
31687;High_spent_Medium_value_payments
31688;Low_spent_Medium_value_payments
31689;High_spent_Medium_value_payments
31690;High_spent_Small_value_payments
31691;High_spent_Large_value_payments
31692;Low_spent_Medium_value_payments
31693;High_spent_Medium_value_payments
31694;High_spent_Large_value_payments
31695;Low_spent_Medium_value_payments
31696;High_spent_Large_value_payments
31697;Low_spent_Large_value_payments
31698;High_spent_Large_value_payments
31699;Low_spent_Large_value_payments
31700;High_spent_Medium_value_payments
31701;High_spent_Large_value_payments
31702;High_spent_Large_value_payments
31703;High_spent_Medium_value_payments
31704;High_spent_Large_value_payments
31705;High_spent_Medium_value_payments
31706;High_spent_Medium_value_payments
31707;Low_spent_Small_value_payments
31708;Low_spent_Large_value_payments
31709;Low_spent_Small_value_payments
31710;High_spent_Large_value_payments
31711;Low_spent_Small_value_payments
31712;High_spent_Medium_value_payments
31713;High_spent_Medium_value_payments
31714;Low_spent_Small_value_payments
31715;High_spent_Small_value_payments
31716;Low_spent_Small_value_payments
31717;Low_spent_Small_value_payments
31718;Low_spent_Small_value_payments
31719;Low_spent_Small_value_payments
31720;High_spent_Large_value_payments
31721;High_spent_Medium_value_payments
31722;High_spent_Medium_value_payments
31723;Low_spent_Small_value_payments
31724;High_spent_Small_value_payments
31725;High_spent_Large_value_payments
31726;Low_spent_Small_value_payments
31727;Low_spent_Small_value_payments
31728;High_spent_Large_value_payments
31729;High_spent_Medium_value_payments
31730;High_spent_Large_value_payments
31731;High_spent_Medium_value_payments
31732;High_spent_Large_value_payments
31733;High_spent_Medium_value_payments
31734;High_spent_Medium_value_payments
31735;High_spent_Small_value_payments
31736;Low_spent_Large_value_payments
31737;Low_spent_Small_value_payments
31738;Low_spent_Medium_value_payments
31739;High_spent_Small_value_payments
31740;High_spent_Large_value_payments
31741;High_spent_Small_value_payments
31742;Low_spent_Small_value_payments
31743;Low_spent_Large_value_payments
31744;Low_spent_Small_value_payments
31745;Low_spent_Small_value_payments
31746;Low_spent_Large_value_payments
31747;Low_spent_Small_value_payments
31748;High_spent_Large_value_payments
31749;Low_spent_Small_value_payments
31750;Low_spent_Small_value_payments
31751;Low_spent_Small_value_payments
31752;Low_spent_Small_value_payments
31753;Low_spent_Large_value_payments
31754;Low_spent_Small_value_payments
31755;High_spent_Small_value_payments
31756;High_spent_Small_value_payments
31757;Low_spent_Small_value_payments
31758;Low_spent_Large_value_payments
31759;Low_spent_Small_value_payments
31760;Low_spent_Medium_value_payments
31761;Low_spent_Large_value_payments
31762;High_spent_Large_value_payments
31763;Low_spent_Medium_value_payments
31764;Low_spent_Small_value_payments
31765;High_spent_Small_value_payments
31766;High_spent_Small_value_payments
31767;Low_spent_Medium_value_payments
31768;High_spent_Small_value_payments
31769;High_spent_Small_value_payments
31770;Low_spent_Small_value_payments
31771;Low_spent_Small_value_payments
31772;Low_spent_Small_value_payments
31773;Low_spent_Medium_value_payments
31774;Low_spent_Small_value_payments
31775;Low_spent_Large_value_payments
31776;High_spent_Medium_value_payments
31777;Low_spent_Large_value_payments
31778;Low_spent_Large_value_payments
31779;High_spent_Small_value_payments
31780;Low_spent_Small_value_payments
31781;Low_spent_Small_value_payments
31782;Low_spent_Medium_value_payments
31783;High_spent_Small_value_payments
31784;High_spent_Small_value_payments
31785;High_spent_Medium_value_payments
31786;Low_spent_Large_value_payments
31787;High_spent_Medium_value_payments
31788;High_spent_Large_value_payments
31789;Low_spent_Medium_value_payments
31790;High_spent_Small_value_payments
31791;Low_spent_Small_value_payments
31792;Low_spent_Medium_value_payments
31793;Low_spent_Medium_value_payments
31794;High_spent_Small_value_payments
31795;High_spent_Small_value_payments
31796;Low_spent_Small_value_payments
31797;Low_spent_Medium_value_payments
31798;Low_spent_Large_value_payments
31799;Low_spent_Small_value_payments
31800;High_spent_Small_value_payments
31801;High_spent_Medium_value_payments
31802;High_spent_Medium_value_payments
31803;Low_spent_Medium_value_payments
31804;Low_spent_Small_value_payments
31805;High_spent_Medium_value_payments
31806;High_spent_Small_value_payments
31807;Low_spent_Small_value_payments
31808;High_spent_Small_value_payments
31809;Low_spent_Large_value_payments
31810;Low_spent_Large_value_payments
31811;High_spent_Small_value_payments
31812;High_spent_Large_value_payments
31813;High_spent_Large_value_payments
31814;Low_spent_Small_value_payments
31815;Low_spent_Large_value_payments
31816;Low_spent_Medium_value_payments
31817;High_spent_Medium_value_payments
31818;High_spent_Large_value_payments
31819;High_spent_Large_value_payments
31820;Low_spent_Large_value_payments
31821;High_spent_Small_value_payments
31822;Low_spent_Medium_value_payments
31823;High_spent_Large_value_payments
31824;High_spent_Large_value_payments
31825;High_spent_Small_value_payments
31826;Low_spent_Small_value_payments
31827;Low_spent_Small_value_payments
31828;Low_spent_Medium_value_payments
31829;Low_spent_Large_value_payments
31830;Low_spent_Small_value_payments
31831;Low_spent_Small_value_payments
31832;High_spent_Medium_value_payments
31833;Low_spent_Medium_value_payments
31834;High_spent_Medium_value_payments
31835;High_spent_Large_value_payments
31836;Low_spent_Medium_value_payments
31837;Low_spent_Small_value_payments
31838;High_spent_Small_value_payments
31839;High_spent_Small_value_payments
31840;Low_spent_Medium_value_payments
31841;Low_spent_Large_value_payments
31842;Low_spent_Small_value_payments
31843;Low_spent_Small_value_payments
31844;High_spent_Large_value_payments
31845;Low_spent_Large_value_payments
31846;Low_spent_Large_value_payments
31847;High_spent_Medium_value_payments
31848;High_spent_Large_value_payments
31849;Low_spent_Large_value_payments
31850;High_spent_Large_value_payments
31851;High_spent_Small_value_payments
31852;High_spent_Medium_value_payments
31853;Low_spent_Small_value_payments
31854;High_spent_Small_value_payments
31855;Low_spent_Large_value_payments
31856;High_spent_Large_value_payments
31857;Low_spent_Small_value_payments
31858;High_spent_Medium_value_payments
31859;High_spent_Small_value_payments
31860;High_spent_Large_value_payments
31861;Low_spent_Medium_value_payments
31862;High_spent_Large_value_payments
31863;Low_spent_Medium_value_payments
31864;Low_spent_Medium_value_payments
31865;High_spent_Large_value_payments
31866;Low_spent_Medium_value_payments
31867;Low_spent_Medium_value_payments
31868;High_spent_Large_value_payments
31869;Low_spent_Medium_value_payments
31870;High_spent_Small_value_payments
31871;Low_spent_Large_value_payments
31872;Low_spent_Small_value_payments
31873;Low_spent_Small_value_payments
31874;High_spent_Medium_value_payments
31875;Low_spent_Large_value_payments
31876;High_spent_Medium_value_payments
31877;High_spent_Medium_value_payments
31878;High_spent_Medium_value_payments
31879;High_spent_Medium_value_payments
31880;High_spent_Medium_value_payments
31881;Low_spent_Small_value_payments
31882;High_spent_Large_value_payments
31883;High_spent_Small_value_payments
31884;High_spent_Medium_value_payments
31885;Low_spent_Medium_value_payments
31886;Low_spent_Small_value_payments
31887;High_spent_Medium_value_payments
31888;Low_spent_Small_value_payments
31889;High_spent_Large_value_payments
31890;High_spent_Large_value_payments
31891;High_spent_Medium_value_payments
31892;Low_spent_Medium_value_payments
31893;Low_spent_Small_value_payments
31894;High_spent_Large_value_payments
31895;Low_spent_Large_value_payments
31896;Low_spent_Small_value_payments
31897;High_spent_Medium_value_payments
31898;Low_spent_Small_value_payments
31899;High_spent_Small_value_payments
31900;Low_spent_Small_value_payments
31901;Low_spent_Medium_value_payments
31902;High_spent_Large_value_payments
31903;High_spent_Large_value_payments
31904;Low_spent_Medium_value_payments
31905;High_spent_Small_value_payments
31906;High_spent_Medium_value_payments
31907;Low_spent_Small_value_payments
31908;Low_spent_Medium_value_payments
31909;High_spent_Large_value_payments
31910;Low_spent_Small_value_payments
31911;High_spent_Medium_value_payments
31912;High_spent_Small_value_payments
31913;High_spent_Large_value_payments
31914;High_spent_Large_value_payments
31915;Low_spent_Medium_value_payments
31916;Low_spent_Small_value_payments
31917;High_spent_Medium_value_payments
31918;Low_spent_Large_value_payments
31919;Low_spent_Small_value_payments
31920;Low_spent_Medium_value_payments
